Technology,CPU_Cores,Table_name,Mean,Low_CI,High_CI
HDFS,8_core,results_supplier_tpch_sf1,7312.288388183046,6360.326187130221,8004.223449770749
HDFS,8_core,results_supplier_tpch_sf10,77373.37486005297,76277.82198123155,79021.0457048356
HDFS,8_core,results_supplier_tpch_sf100,120464.39315243224,118058.14482778955,122711.60288377444
HDFS,8_core,results_lineitem_tpch_sf1,381231.2683094118,371267.72006227134,392419.7893136395
HDFS,8_core,results_lineitem_tpch_sf10,492004.3188345707,483165.7933663731,501698.3771925384
LocalFS,8_core,results_supplier_tpch_sf1,227120.9567124663,215487.1471585875,239541.28393129012
LocalFS,8_core,results_supplier_tpch_sf10,732701.4109406814,711160.3879481585,752932.0098514593
LocalFS,8_core,results_supplier_tpch_sf100,138337.01370386782,135154.6697306754,141340.41242521984
LocalFS,8_core,results_lineitem_tpch_sf1,420121.6570212865,409241.76697693265,431496.69709759566
LocalFS,8_core,results_lineitem_tpch_sf10,500086.8868111797,490962.8874781872,509492.8693547829
HUDI,8_core,results_supplier_tpch_sf1,195.2034621139264,192.80911943605423,197.6488155813393
HUDI,8_core,results_supplier_tpch_sf10,1658.9932878348927,1645.513382808004,1674.2264402686396
HUDI,8_core,results_supplier_tpch_sf100,9142.281011307472,9100.618703148648,9185.40950292298
HUDI,8_core,results_lineitem_tpch_sf1,12606.539523956046,12577.22572749328,12635.837076043314
HUDI,8_core,results_lineitem_tpch_sf10,25806.682749457446,25739.49631990957,25872.752263453105
