Technology,CPU_Cores,Table_name,Mean,Low_CI,High_CI
HDFS,8_core,results_supplier_tpch_sf1,0.0433040676508715,0.0388559744328958,0.0511913654850504
HDFS,8_core,results_supplier_tpch_sf10,0.0545834594956307,0.0528668484555382,0.0566329391950275
HDFS,8_core,results_supplier_tpch_sf100,0.1739026498188148,0.169923015996057,0.1780889756713294
HDFS,8_core,results_lineitem_tpch_sf1,0.4972987548982003,0.4865505357582296,0.5101963188306835
HDFS,8_core,results_lineitem_tpch_sf10,2.9423621315468464,2.8555490035588447,3.063607595303154
LocalFS,8_core,results_supplier_tpch_sf1,0.002949571974679,0.002848441019887,0.003071182455751
LocalFS,8_core,results_supplier_tpch_sf10,0.0094827978888398,0.0087236735721234,0.0105649329928855
LocalFS,8_core,results_supplier_tpch_sf100,0.043080298565193,0.0393481874814314,0.0483063075884128
LocalFS,8_core,results_lineitem_tpch_sf1,0.1754827423507265,0.1700909057865209,0.1808035926402662
LocalFS,8_core,results_lineitem_tpch_sf10,2.2855035666507133,2.2750118668625072,2.2960778307424623
HUDI,8_core,results_supplier_tpch_sf1,0.6273912915098667,0.6224558909200132,0.632594388932921
HUDI,8_core,results_supplier_tpch_sf10,2.6621725151593982,2.653092082668096,2.6721890949010847
HUDI,8_core,results_supplier_tpch_sf100,8.347579235153683,8.134714024321177,8.609425138770604
HUDI,8_core,results_lineitem_tpch_sf1,33.428153518216796,33.153768264619636,33.74947406727169
HUDI,8_core,results_lineitem_tpch_sf10,33.1434148015815,32.8830396113592,33.41299231675315
