Technology,CPU_Cores,Table_name,Mean,Low_CI,High_CI
HDFS,8_core,results_supplier_tpch_sf1,230925.18884421125,195345.44361627425,257360.679945628
HDFS,8_core,results_supplier_tpch_sf10,1832056.834140475,1765756.844362763,1891544.5675582776
HDFS,8_core,results_supplier_tpch_sf100,5750343.660903829,5615170.710204666,5885017.954384735
HDFS,8_core,results_lineitem_tpch_sf1,12065182.027709344,11760178.932202747,12331709.779436853
HDFS,8_core,results_lineitem_tpch_sf10,20391779.569449887,19584753.638810195,21011721.36259001
LocalFS,8_core,results_supplier_tpch_sf1,3390322.421641633,3256074.8650000636,3510692.315615054
LocalFS,8_core,results_supplier_tpch_sf10,10545410.876856174,9465275.365905369,11463060.736196175
LocalFS,8_core,results_supplier_tpch_sf100,23212466.795853555,20701230.334563375,25414131.22197572
LocalFS,8_core,results_lineitem_tpch_sf1,34191396.37109256,33185181.2919328,35275254.56023222
LocalFS,8_core,results_lineitem_tpch_sf10,26252420.19986295,26131518.364339735,26373488.80414704
HUDI,8_core,results_supplier_tpch_sf1,15939.016265167164,15807.917640351345,16065.395389253405
HUDI,8_core,results_supplier_tpch_sf10,37563.30569509034,37422.50134573716,37691.86929216361
HUDI,8_core,results_supplier_tpch_sf100,119795.20910550415,116151.77365289185,122929.9514414642
HUDI,8_core,results_lineitem_tpch_sf1,179489.42339068407,177780.5481661848,180974.90312746615
HUDI,8_core,results_lineitem_tpch_sf10,1810314.3673999757,1795708.6701844488,1824648.8374898727
